Étiquettes de lignes;Nombre de Marque;Min. de Prix;Max. de Prix2
Harry Winston Opus;8;100503;240000
A. Lange & Söhne Double Split;7;102460;149797
Patek Philippe Annual Calendar Travel Time;21;103000;142945
Ulysse Nardin Royal Blue Tourbillon;5;104584;308802
De Bethune DB28;20;105000;321069
Richard Mille RM 028;8;105000;112000
Omega De Ville Central Tourbillon;5;113262;210273
IWC Portuguese Grande Complication;8;114374;199000
Richard Mille RM 010;40;114837;239992
Richard Mille RM 63;7;115585;209000
Richard Mille RM 029;28;116720;502542
Panerai Radiomir Tourbillon GMT;1;123067;123067
Patek Philippe Minute Repeater Perpetual Calendar;33;125153;1507627
Audemars Piguet Royal Oak Offshore Tourbillon Chronograph;37;134152;485791
Richard Mille RM 037;17;134478;323861
Audemars Piguet Royal Oak Double Balance Wheel Openworked;148;138000;1261939
Audemars Piguet Royal Oak Concept;72;148883;645354
Cartier Crash;6;150183;217768
Richard Mille RM 67;68;151325;492617
Voutilainen;1;162000;162000
Urwerk UR-210;2;166453;166453
Patek Philippe Grand Complications;65;170766;5900000
Richard Mille RM 030;49;176448;437398
Richard Mille RM 07;45;188500;2177683
Greubel Forsey;13;189793;502542
Ulysse Nardin Classic Minute Repeater;3;191493;216248
F.P.Journe Chronometre à Resonance;12;195000;445587
Ulysse Nardin Marine Grand Deck;2;208000;221119
Richard Mille RM 035;58;232658;1005084
Greubel Forsey Double Tourbillon 30°;7;245631;502542
Patek Philippe Celestial;51;266906;5025422
Richard Mille RM 061;13;271000;642137
Jacob & Co. Astronomia;5;313071;421416
Richard Mille RM 055;25;315128;552796
Ulysse Nardin Genghis Khan;1;359400;359400
Greubel Forsey Tourbillon 24 Seconds;2;362947;362947
Greubel Forsey GMT;5;388353;508126
Audemars Piguet Haute Joaillerie;3;431070;1669557
Greubel Forsey Quadruple Tourbillon;1;556928;556928
Richard Mille RM 027;7;1596912;1596912
Richard Mille RM 052;9;1786817;2010169
Patek Philippe Sky Moon Tourbillon;4;7700000;9492464
Patek Philippe Grandmaster Chime;2;10050844;10050844
Total général;337406;2;10050844
